title,creator,publicationName,coverDate,doi,citedby_count,coverYear
The clinical efficacy of powder air-polishing in the non-surgical treatment of peri-implant diseases: A systematic review and meta-analysis,Huang N.,Japanese Dental Science Review,2024-12-01,10.1016/j.jdsr.2024.05.003,0,2024
The impact of bolus on clinical outcomes for post-mastectomy breast cancer patients treated with IMRT: data from China,Jiang T.,Radiation Oncology,2024-12-01,10.1186/s13014-024-02456-z,0,2024
Serum beta2-microglobulin acts as a biomarker for severity and prognosis in glioma patients: a preliminary clinical study,Liu Z.Y.,BMC Cancer,2024-12-01,10.1186/s12885-024-12441-0,0,2024
Development of DEM–ANN-based hybrid terramechanics model considering dynamic sinkage,Kim J.T.,Journal of Terramechanics,2024-12-01,10.1016/j.jterra.2024.100989,0,2024
Study on detonation characteristics of pulverized coal and evolution law of detonation residue,Guo J.,Scientific Reports,2024-12-01,10.1038/s41598-024-62489-y,0,2024
Impact of functional electrical stimulation on nerve-damaged muscles by quantifying fat infiltration using deep learning,Walluks K.,Scientific Reports,2024-12-01,10.1038/s41598-024-62805-6,0,2024
Analysis of physical characteristics and mechanism of retarder to stratified cemented backfill,Ai C.,Scientific Reports,2024-12-01,10.1038/s41598-024-64507-5,0,2024
Protocol for a home-based self-delivered prehabilitation intervention to proactively reduce fall risk in older adults: a pilot randomized controlled trial of transcranial direct current stimulation and motor imagery,Swanson C.W.,Pilot and Feasibility Studies,2024-12-01,10.1186/s40814-024-01516-1,0,2024
Effects of Ethrel® as Ripening Treatment for Cacao (Theobroma cacao L.) Pods,Valleser V.C.,International Journal of Horticultural Science and Technology,2025-01-01,10.22059/ijhst.2024.368679.735,0,2025
Cardiac diastolic maladaptation is associated with the severity of exercise intolerance in sickle cell anemia patients,d’Humières T.,Scientific Reports,2024-12-01,10.1038/s41598-024-61689-w,0,2024
Annual dynamics of global remote industrial heat sources dataset from 2012 to 2021,Ma C.,Scientific Data,2024-12-01,10.1038/s41597-024-03461-3,0,2024
Comparison of macular changes and visual outcomes between femtosecond laser-assisted cataract surgery and conventional phacoemulsification surgery for high myopic cataract patients,Liang X.,BMC Ophthalmology,2024-12-01,10.1186/s12886-024-03479-6,0,2024
"A lecturer’s voice quality and its effect on memory, listening effort, and perception in a VR environment",Schiller I.S.,Scientific Reports,2024-12-01,10.1038/s41598-024-63097-6,0,2024
Effects of time of the day at sampling on CSF and plasma levels of Alzheimer’ disease biomarkers,Orduña Dolado A.,Alzheimer's Research and Therapy,2024-12-01,10.1186/s13195-024-01503-x,0,2024
The neural and genetic underpinnings of different developmental trajectories of Attention-Deficit/Hyperactivity Symptoms in children and adolescents,Wang Y.,BMC Medicine,2024-12-01,10.1186/s12916-024-03449-1,0,2024
Green synthesis of silver nanoparticle prepared with Ocimum species and assessment of anticancer potential,Alex A.M.,Scientific Reports,2024-12-01,10.1038/s41598-024-61946-y,0,2024
"Tuberculosis treatment delay and associated factors among pulmonary tuberculosis patients at public health facilities in Dale District and Yirgalem Town administration, Sidama Region, South Ethiopia",Rima D.D.,BMC Infectious Diseases,2024-12-01,10.1186/s12879-024-09397-8,0,2024
Activation of kappa opioid receptor suppresses post-traumatic osteoarthritis via sequestering STAT3 on the plasma membrane,Liu H.,Cell Communication and Signaling,2024-12-01,10.1186/s12964-024-01709-4,0,2024
The effect of platelet-rich fibrin (PRF) versus freeze-dried bone allograft (FDBA) used in alveolar ridge preservation on the peri-implant soft and hard tissues: a randomized clinical trial,Azangookhiavi H.,BMC Oral Health,2024-12-01,10.1186/s12903-024-04478-1,0,2024
"Retraction note: Characteristic differences in the mini-mental state examination used in Asian countries (BMC Neurology, (2017), 17, 1, (141), 10.1186/s12883-017-0925-z)",Shim Y.S.,BMC Neurology,2024-12-01,10.1186/s12883-024-03698-w,0,2024
Is hand-wrist radiography still necessary in orthodontic treatment planning?,Bulut M.,BMC Oral Health,2024-12-01,10.1186/s12903-024-04396-2,0,2024
Biofilm on total joint replacement materials can be reduced through electromagnetic induction heating using a portable device,Enrique C.G.G.,Journal of Orthopaedic Surgery and Research,2024-12-01,10.1186/s13018-024-04785-x,0,2024
"A systematic review of graph-based explorations of PPI networks: methods, resources, and best practices",Rout T.,Network Modeling Analysis in Health Informatics and Bioinformatics,2024-12-01,10.1007/s13721-024-00467-0,0,2024
Performance of double-arch tunnels under internal BLEVE,Cheng R.,Underground Space (new),2024-12-01,10.1016/j.undsp.2024.01.006,0,2024
Enhanced control strategy for photovoltaic emulator operating in continuously changing environmental conditions based on shift methodology,Harrison A.,Scientific Reports,2024-12-01,10.1038/s41598-024-64092-7,0,2024
Effects of exercise training on cardiac output in subjects with heart failure with preserved ejection fraction (HFpEF) — a protocol for a systematic review and meta-analysis,Schoch R.,Systematic Reviews,2024-12-01,10.1186/s13643-024-02529-w,0,2024
"The influence of climate change on the sesame yield in North Gondar, North Ethiopia: Application Autoregressive Distributed Lag (ARDL) time series model",Abebe D.M.,BMC Plant Biology,2024-12-01,10.1186/s12870-024-05203-4,0,2024
"Azotosporobacter soli gen. nov., sp. nov., a novel nitrogen-fixing bacterium isolated from paddy soil",Xie C.J.,"Antonie van Leeuwenhoek, International Journal of General and Molecular Microbiology",2024-12-01,10.1007/s10482-024-01978-6,0,2024
Cardiac myxoma and cerebral vasculitis: Is there a link?,El-Mhadi S.,Egyptian Heart Journal,2024-12-01,10.1186/s43044-024-00488-0,0,2024
Association of stress hyperglycemia ratio with left ventricular function and microvascular obstruction in patients with ST-segment elevation myocardial infarction: a 3.0 T cardiac magnetic resonance study,Bo K.,Cardiovascular Diabetology,2024-12-01,10.1186/s12933-024-02271-6,0,2024
Serum albumin and white matter hyperintensities,Zahr N.M.,Translational Psychiatry,2024-12-01,10.1038/s41398-024-02953-5,0,2024
Water age in drinking water distribution systems: A case study comparing tracers and EPANET,García-Avila F.,Case Studies in Chemical and Environmental Engineering,2024-12-01,10.1016/j.cscee.2024.100817,0,2024
Enhancing data tables user experience via automated adaptations,Ceñera M.D.,Expert Systems with Applications,2024-12-01,10.1016/j.eswa.2024.124491,0,2024
Association between physical activity and risk of premenstrual syndrome among female college students: a systematic review and meta-analysis,Yang H.,BMC Women's Health,2024-12-01,10.1186/s12905-024-03147-3,0,2024
Nonlinear association of fibrinogen levels with functional prognosis in patients with acute ischemic stroke: a prospective cohort study,Chen F.,BMC Neurology,2024-12-01,10.1186/s12883-024-03674-4,0,2024
Vitamin D and vitamin K1 as novel inhibitors of biofilm in Gram-negative bacteria,Lutfi L.L.,BMC Microbiology,2024-12-01,10.1186/s12866-024-03293-6,0,2024
Comparison of food intake pattern of diabetic patients and healthy individuals in a sample of Saudi population: a case-control study,Saaty A.H.,BMC Public Health,2024-12-01,10.1186/s12889-024-19064-x,0,2024
"Evolution of natural disaster terminologies, with a case study of the covid-19 pandemic",Caldera H.J.,Scientific Reports,2024-12-01,10.1038/s41598-024-64736-8,0,2024
"Unveiling the interplay between rational, psychological and functional factors in continuous glucose monitoring early adoption: Novel evidence from the Dexcom ONE case in Italy",Zoccarato F.,BMC Health Services Research,2024-12-01,10.1186/s12913-024-11195-6,0,2024
Digital telomere measurement by long-read sequencing distinguishes healthy aging from disease,Sanchez S.E.,Nature Communications,2024-12-01,10.1038/s41467-024-49007-4,0,2024
Full-length transcriptome sequencing of Arabidopsis plants provided new insights into the autophagic regulation of photosynthesis,Wang S.,Scientific Reports,2024-12-01,10.1038/s41598-024-65555-7,0,2024
A constructive approach for investigating the stability of incommensurate fractional differential systems,Diethelm K.,Journal of Mathematical Analysis and Applications,2024-12-15,10.1016/j.jmaa.2024.128642,0,2024
Application Of RSM For The Optimization Of Steel Fibre Reinforced Concrete Quality At Elevated Temperatures,Anita Jessie J.,Journal of Applied Science and Engineering (Taiwan),2025-01-01,10.6180/jase.202502_28(2).0020,0,2025
Genetic ablation of the isoform γ of PI3K decreases antidepressant efficacy of ketamine in male mice,Vaz G.N.,IBRO Neuroscience Reports,2024-12-01,10.1016/j.ibneur.2024.06.002,0,2024
Kinetics of SARS-CoV-2 infection biomarkers in a household transmission study,Groh A.M.,Scientific Reports,2024-12-01,10.1038/s41598-024-62835-0,0,2024
HIV self-testing adoption and post-test linkage to care among men who have sex with men in China: a nationwide cross-sectional survey,Yang F.,BMC Infectious Diseases,2024-12-01,10.1186/s12879-024-09419-5,0,2024
Railway track settlement patterns and control measures for multi-tunnel construction underneath a station track group: a case study,Li P.,Scientific Reports,2024-12-01,10.1038/s41598-024-64916-6,0,2024
Improving the operational durability of tangential-rotary picks for rock cutting with central spraying and hydrodynamic rotation,Cheluszka P.,Scientific Reports,2024-12-01,10.1038/s41598-024-63733-1,0,2024
Effects of robot-assisted percutaneous kyphoplasty on osteoporotic vertebral compression fractures: a systematic review and meta-analysis,Chen H.,Journal of Robotic Surgery,2024-12-01,10.1007/s11701-024-01996-6,0,2024
Robust Control Chart Application in Semiconductor Manufacturing Process,Dahari S.,Journal of Advanced Research in Applied Sciences and Engineering Technology,2025-01-01,10.37934/araset.43.2.203219,0,2025
Association of early menarche with breast tumor molecular features and recurrence,Harris A.R.,Breast Cancer Research,2024-12-01,10.1186/s13058-024-01839-0,0,2024
Gas channeling control with CO<inf>2</inf>-responsive gel system in fractured low-permeability reservoirs: Enhancing oil recovery during CO<inf>2</inf> flooding,Xin Y.,Separation and Purification Technology,2025-01-19,10.1016/j.seppur.2024.128475,0,2025
Research on the Adaptability of Packers for Integrated String Fracturing Operations in Low Porosity and Low Permeability Reservoirs,Wan Z.,Strojniski Vestnik/Journal of Mechanical Engineering,2025-01-01,10.5545/sv-jme.2023.662,0,2025
MFPINC: prediction of plant ncRNAs based on multi-source feature fusion,Nie Z.,BMC Genomics,2024-12-01,10.1186/s12864-024-10439-3,0,2024
"The survival benefit of adjuvant trastuzumab with or without chemotherapy in the management of small (T1mic, T1a, T1b, T1c), node negative HER2+ breast cancer",Johnson K.C.C.,npj Breast Cancer,2024-12-01,10.1038/s41523-024-00652-4,0,2024
Exploring the interplay between vocational competence and dropout intention: insights and perspectives,Ma B.,Empirical Research in Vocational Education and Training,2024-12-01,10.1186/s40461-024-00164-2,0,2024
How effective are interventions to reduce attacks on people from large carnivores? A systematic review protocol,Eklund A.,Environmental Evidence,2024-12-01,10.1186/s13750-024-00337-2,0,2024
Variations of water and sediment flux from the Yellow River estuary over decades and estuarine dynamic erosion and accumulation shifts,Zhang P.,Regional Studies in Marine Science,2024-12-10,10.1016/j.rsma.2024.103605,0,2024
Stability assessment of surrounding rock in downward mining route supported by slab-wall backfill structure,Yin Y.,Scientific Reports,2024-12-01,10.1038/s41598-024-64620-5,0,2024
Insights into the biocontrol and plant growth promotion functions of Bacillus altitudinis strain KRS010 against Verticillium dahliae,Shan Y.,BMC Biology,2024-12-01,10.1186/s12915-024-01913-1,0,2024
Genetic relatedness and diversity of Capillaria species infecting bayad (Bagrus bajad) in upper Egypt,Abd-Elrahman S.M.,BMC Veterinary Research,2024-12-01,10.1186/s12917-024-04076-x,0,2024
Increased family psychosocial focus during children’s developmental assessments: a study of parents’ views,Strøyer de Voss S.,BMC Pediatrics,2024-12-01,10.1186/s12887-024-04800-4,0,2024
C. elegans foraging as a model for understanding the neuronal basis of decision-making,Haley J.A.,Cellular and Molecular Life Sciences,2024-12-01,10.1007/s00018-024-05223-1,0,2024
The performance of mordenite-dispersed and stabilized ferrous sulfide composites for the removal of Cr(VI) from aqueous solutions,Pan Y.,Separation and Purification Technology,2025-01-19,10.1016/j.seppur.2024.128279,0,2025
Genome-wide association studies meta-analysis uncovers NOJO and SGS3 novel genes involved in Arabidopsis thaliana primary root development and plasticity,López-Ruíz B.A.,Molecular Biology Reports,2024-12-01,10.1007/s11033-024-09623-1,0,2024
Mitigating gut microbial degradation of levodopa and enhancing brain dopamine: Implications in Parkinson’s disease,Cheng G.,Communications Biology,2024-12-01,10.1038/s42003-024-06330-2,0,2024
